category,intent,intentType,userSentence
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,제휴사 할인 문의
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,제휴회사 협력 문의
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,제휴사 협력 문의
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,서울중부경찰서 할인 문의
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,서울중부경찰서 다니는데 여행상품 할인가능해?
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,협력사 할인 상품
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,제휴사할인상품 추천
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,서울백병원 할인문의
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,서울백병원 할인 상품
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,전국교직원노동조합 할인 상품 문의
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,협력사 제휴
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,협력사 제휴 할인
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,중부경찰서 할인된다고 들었는데 예약방법
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,백병원 직원인데 할인 가능 인원수
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,백병원 직원 할인 가능 
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,백병원 직원 할인 가능 여부 문의
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,백병원 할인 범위 문의
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,백병원다니는데 얼마나 할인되나요
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,제휴사 가족할인 가능한가요
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,아빠가 백병원 다니는데 가족은 할인 되나요
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,제휴사 할인 상품 예약시 지점 방문해야하나요
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,제휴사 할인 받으려면 지점 내방해야하나요
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,제휴사 할인 상품 예약시 명함 제출 어디로 하면 되나요?
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,전국교직원노동조합인데 여행상품 예약
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,서울백병원 제휴시 부산출발 상품 예약
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,경찰청 제휴 예약 방법
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,제휴사 예약 어떻게 해야하죠?
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,제휴사 할인 있나요?
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,서울백병원 할인 있나요
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,직원할인 몇명까지 되나요
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,경찰청 제휴로 예약할게요
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,경찰청 할인코드는 어디서 확인하나요?
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,협력사 예약시 명함은 어디로 제출하나요?
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,경찰서 직원의 가족인데 할인되나요?
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,경찰서 직원의 가족 할인
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,경찰청 직원인데 항공권 구매할때도 할인되요?
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,jw홀딩스 직원인데 할인받을려면 어떤서류 필요해요?
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,휴먼TSS 할인
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,협력업체 직원인데 할인받을려면 어떤서류 필요해요?
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,협력업체 직원인데 할인받고 싶어요
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,협력업체 직원인데 할인 어떻게 받아요?
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,경찰청 할인
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,JW홀딩스 직원 할인
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,서울중부경찰서 할인
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,백병원 직원 할인
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,백병원 할인
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,서울교원단체총연합회 할인
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,전국교직원노동조합 할인
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,전교조 할인
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,전교조 제휴 할인
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,서울중부경찰서 직원 할인
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,지인이 경찰청 근무하는데 할인 가능해?
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,지인이 경찰청 직원인데 할인되나요
상품추천/검색-상품검색,"상품추천/검색_상품검색_협력제휴 신규 예약요청 & 예약방법, 할인문의",STANDARD,협력사 할인 문의
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑으로 예약하고 싶어 홈쇼핑 예약 접수고객
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,롯데홈쇼핑 상품 예약
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,현대홈쇼핑 여행상품 예약 문의
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,GS홈쇼핑 여행상품 예약 방법
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,CJmall홈쇼핑 허니문상품 사전 예약
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,NS홈쇼핑 허니문 예약하기
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,11번가홈쇼핑 패키지상품 예매
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,롯데홈쇼핑 허니문상품 언제까지야?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,현대홈쇼핑 허니문상품 판매 기간
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,GS홈쇼핑 허니문 언제까지 판매해?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,CJmall홈쇼핑 허니문상품 판매 마지막날
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,NS홈쇼핑 패키지 판매 며칠까지?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,11번가홈쇼핑 패키지상품 언제부터 언제까지야?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 날짜지정후 해피콜 요청했는데 마감이래
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 날짜 정한뒤 해피콜 요청 기다리는데 마감 뜸
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,GS홈쇼핑 여행 상품 예약하기
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,미국 여행 홈쇼핑 상품 예약할래
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,예약해줘 홈쇼핑 유럽 여행
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,다낭으로 가는 홈쇼핑 상품 예약
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,영국 홈쇼핑 여행 예약
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 여행 상품 예매
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑에서 패키지 예매하기
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 예약
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 여행상품 예약
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 패키지 예약
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 패키지 검색
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 등록
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 예매
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 문의
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 신규 예약요청
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑에서 본 호주 여행 상품 예약 도와줘
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑에서 봤던 영국 패키지 예약
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 나온 이탈리아 예약하는 법
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 방송됐던 로마 여행 예약하기
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 여행상품은 어떻게 예약하나요?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 유럽 상품 예매하려면?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 방송 탄 동남아 여행 예매
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 판매했던 이탈리아 여행 예매
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 방송했었던 로마 예매할래요
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,NS홈쇼핑 여행 상품 예매하려면?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,gs홈쇼핑 방송 여행 상품 예약은 어떻게?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,롯데홈쇼핑에 나왔던 여행상품 예매하고 싶어
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,cj홈쇼핑 나왔던 여행상품 예약하고 싶어
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,신세계홈쇼핑 여행 상품 신청하려면
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,신세계 통해 베트남행 신청하기
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,cj홈쇼핑으로 브라질 여행 신청하기
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,엔에스로 베트남 여행 신청
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 예약
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,집에서 쇼핑 예약
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 판매기간
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 판매시간
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 판매기한
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 물품 판매기간
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 예약금 선입금
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 예약금 먼저넣어도되?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 예약금액만 넣으면안될까
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 예약금만 먼저 넣을래
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 예약 값만  이거순
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 예약금액만 먼저 입금
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 해피콜 마감시간
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 해피콜 데드라인
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 해피콜 끝나는 시간
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 해피콜 근무시간
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 해피콜 업무시간
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 해피콜 일하는 시간
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 해피콜 가능 시간
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 해피콜 전화 시간
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 해피콜 통화 시간
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 예매
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 예약금 선입금 가능?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 출발일
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 물건 출발날짜
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 물건 배송일
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 배송 출발
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 배송 시작
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 출발 기간
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 지정 출발일
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 판매 기간
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 신청
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 신청방법
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 선예약
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 판매 마감일
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 선입금
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 먼저사고싶은데
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 미리 살래
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 해피콜 요청
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 해피콜 마감 이유
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 해피콜 요청시 끝남
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 종료기간
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 데드라인
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 언제까지 구매가능?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 접수
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 선구매 가능?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 판매 기한
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 판매 일정
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 판매 스케줄
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 예약 요청
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 판매 시간
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 미리 입금
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홉쇼핑 상품 먼저 구매
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 해피콜시 마감
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 해피콜시 안되
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 해피콜시 기한 끝났데
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 해피콜시 시간 지났데
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품으로 살래
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 여행 해피콜
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 해피콜 전 선마감
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 선마감된 이유?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 선마감이 왜 되죠?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 언제까지 예약됨?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품은 예약금만 입금해?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 예약금 입금하면 됨?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 예약 방법
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 여행 예약하기
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 여행상품 예약기간
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,언제까지 홈쇼핑상품 팔지?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 판매 상품은 언제까지?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 예약은 예약금만 입금해도 돼?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 먼저 예약금 넣어도 돼?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 여행 일단 예약금만 넣어도 됨?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 패키지 판매기간
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품은 언제까지 팔아?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 여행 패키지 예약
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 여행상품 신청
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 패키지 신청하기
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 판매 상품 예약
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑에서 판매하는 패키지 예약
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 해피콜 전에 마감됐대
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 해피콜 받기 전 마감
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 패키지 예약하는 법
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 예약은 어떻게 해?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 여행 예약하려면?
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 패키지 예약 가이드
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 예약 문의
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 예약 걸기
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 주문 넣기
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 예약 신청
상품추천/검색-상품검색,상품추천/검색_상품검색_홈쇼핑 상품 신규 예약요청,STANDARD,홈쇼핑 상품 예약 접수
